Date,DailyMeanLevel,ReservoirEffectiveStorage,DailyMeanRainfall,Inflow,Outflow,Netflow,NanshiFlow,TotalRawWaterVolumeOfNanshiAndBeishi
2016/4/7,163.57,278.044,0,"881,716","3,433,716","-2,552,000","1,408,320","4,842,036"
2016/4/8,163.38,276.443,1,"561,028","2,087,028","-1,526,000","1,386,720","3,473,748"
2016/4/9,163.21,274.938,0.3,"627,388","2,150,388","-1,523,000","1,334,880","3,485,268"
2016/4/10,163.03,273.444,4.6,"713,408","2,148,408","-1,435,000","1,289,520","3,437,928"
2016/4/11,162.81,271.553,10.1,"718,496","2,150,496","-1,432,000","1,291,752","3,442,248"
2016/4/12,162.63,270.112,0.7,"634,068","2,146,068","-1,512,000","1,395,360","3,541,428"
2016/4/13,162.52,269.167,35.5,"1,415,784","1,583,784","-168,000","1,870,560","3,454,344"
2016/4/14,162.53,269.257,17.8,"1,921,556","1,586,556","335,000","1,866,960","3,453,516"
2016/4/15,162.6,269.807,11.5,"2,258,916","1,586,916","672,000","2,122,560","3,709,476"
2016/4/16,162.65,270.283,0,"1,836,180","1,584,180","252,000","1,758,240","3,342,420"
2016/4/17,162.66,270.35,1.4,"1,501,080","1,585,080","-84,000","1,541,520","3,126,600"
2016/4/18,162.66,270.318,10.8,"1,582,740","1,582,740",0,"1,505,520","3,088,260"
2016/4/19,162.64,270.122,0.1,"1,247,936","1,584,936","-337,000","1,442,160","3,027,096"
2016/4/20,162.58,269.65,0,"998,268","1,586,268","-588,000","1,355,760","2,942,028"
2016/4/21,162.52,269.17,0,"887,116","1,306,116","-419,000","1,326,240","2,632,356"
2016/4/22,162.52,269.16,66,"3,244,884","1,312,884","1,932,000","1,454,400","2,767,284"
2016/4/23,162.92,272.487,4.9,"4,006,628","1,307,628","2,699,000","1,463,040","2,770,668"
2016/4/24,163.1,274.078,2.6,"2,153,448","1,307,448","846,000","1,306,800","2,614,248"
2016/4/25,163.17,274.649,14.5,"1,904,084","1,311,084","593,000","1,258,560","2,569,644"
2016/4/26,163.26,275.362,0.3,"1,904,948","1,311,948","593,000","1,206,000","2,517,948"
2016/4/27,163.42,276.773,32,"3,776,748","1,313,748","2,463,000","3,930,840","5,244,588"
2016/4/28,163.9,280.823,35.6,"7,649,872","3,295,872","4,354,000","3,054,600","6,350,472"
2016/4/29,164.22,283.558,0,"4,159,936","3,303,936","856,000","2,119,680","5,423,616"
2016/4/30,164.2,283.448,1.5,"2,610,988","3,296,988","-686,000","1,722,960","5,019,948"
2016/5/1,164.08,282.405,3.2,"2,009,272","3,292,272","-1,283,000","1,586,160","4,878,432"
2016/5/2,163.9,280.88,2.9,"1,502,296","3,295,296","-1,793,000","1,452,960","4,748,256"
2016/5/3,163.69,279.048,0.1,"1,416,176","3,289,176","-1,873,000","1,397,520","4,686,696"
2016/5/4,163.45,277.038,0.7,"1,248,080","3,286,080","-2,038,000","1,285,200","4,571,280"
2016/5/5,163.29,275.683,46.7,"3,538,568","3,284,568","254,000","1,490,400","4,774,968"
2016/5/6,163.49,277.343,1,"3,433,496","2,159,496","1,274,000","1,516,680","3,676,176"
2016/5/7,163.52,277.597,5.9,"1,986,436","2,156,436","-170,000","1,362,960","3,519,396"
2016/5/8,163.5,277.431,20.2,"2,581,184","2,156,184","425,000","1,347,840","3,504,024"
2016/5/9,163.6,278.31,19.5,"3,263,624","2,157,624","1,106,000","1,366,560","3,524,184"
2016/5/10,163.73,279.414,5.2,"2,756,468","2,160,468","596,000","1,359,360","3,519,828"
2016/5/11,164.02,281.835,37.7,"6,354,516","2,166,516","4,188,000","3,166,560","5,333,076"
2016/5/12,164.36,284.804,0,"3,649,772","2,189,772","1,460,000","2,276,280","4,466,052"
2016/5/13,164.34,284.61,11.5,"2,613,156","3,300,156","-687,000","3,170,520","6,470,676"
2016/5/14,164.23,283.658,5,"2,097,644","3,298,644","-1,201,000","7,167,600","10,466,244"
2016/5/15,164.13,282.847,24.1,"3,466,908","3,295,908","171,000","4,615,200","7,911,108"
2016/5/16,164.16,283.072,14.8,"3,040,096","3,297,096","-257,000","4,226,400","7,523,496"
2016/5/17,163.88,280.702,4.6,"2,851,464","6,781,464","-3,930,000","3,358,800","10,140,264"
2016/5/18,163.4,276.558,0.3,"2,428,712","6,758,712","-4,330,000","2,878,920","9,637,632"
2016/5/19,162.87,272.074,0,"2,095,332","6,733,332","-4,638,000","2,545,920","9,279,252"
2016/5/20,162.4,268.175,0,"1,587,044","3,349,044","-1,762,000","2,296,080","5,645,124"
2016/5/21,162.35,267.71,1.4,"1,218,416","2,140,416","-922,000","2,115,360","4,255,776"
2016/5/22,162.23,266.727,0.2,"1,052,336","2,139,336","-1,087,000","1,932,480","4,071,816"
2016/5/23,162.1,265.631,3.9,"1,053,940","2,138,940","-1,085,000","1,982,880","4,121,820"
2016/5/24,161.97,264.553,3.5,"1,054,608","2,137,608","-1,083,000","2,138,400","4,276,008"
2016/5/25,161.83,263.398,0.3,"853,536","2,101,536","-1,248,000","2,021,040","4,122,576"
2016/5/26,161.69,262.224,4.2,"1,121,880","2,117,880","-996,000","1,833,840","3,951,720"
2016/5/27,161.56,261.104,2.9,"887,812","2,131,812","-1,244,000","1,953,360","4,085,172"
2016/5/28,161.42,259.944,17.6,"1,047,208","2,123,208","-1,076,000","2,389,680","4,512,888"
2016/5/29,161.28,258.845,0,"882,272","2,122,272","-1,240,000","2,067,840","4,190,112"
2016/5/30,161.14,257.697,26.1,"1,549,664","2,126,664","-577,000","2,274,480","4,401,144"
2016/5/31,161.13,257.604,0.1,"1,796,952","2,126,952","-330,000","2,616,840","4,743,792"
2016/6/1,161.06,257.034,0,"1,034,832","1,445,832","-411,000","1,729,440","3,175,272"
2016/6/2,161.02,256.67,9.3,"1,030,656","1,441,656","-411,000","1,650,240","3,091,896"
2016/6/3,160.98,256.358,5.5,"1,191,200","1,438,200","-247,000","1,654,560","3,092,760"
2016/6/4,160.92,255.868,0,"867,852","1,443,852","-576,000","1,582,560","3,026,412"
2016/6/5,161.05,256.903,62.1,"6,336,756","972,756","5,364,000","3,007,440","3,980,196"
2016/6/6,161.84,263.458,7.3,"4,927,300","1,437,300","3,490,000","3,666,600","5,103,900"
2016/6/7,162.07,265.404,12.7,"3,355,940","1,436,940","1,919,000","2,777,760","4,214,700"
2016/6/8,162.32,267.48,19.3,"4,015,324","1,503,324","2,512,000","3,485,880","4,989,204"
2016/6/9,162.61,269.912,6.3,"3,274,632","1,510,632","1,764,000","3,258,000","4,768,632"
2016/6/10,162.75,271.103,2.5,"2,348,500","1,507,500","841,000","3,088,800","4,596,300"
2016/6/11,162.82,271.7,1.8,"1,889,956","1,636,956","253,000","2,938,320","4,575,276"
2016/6/12,162.83,271.798,1.6,"1,550,796","1,634,796","-84,000","2,415,600","4,050,396"
2016/6/13,162.84,271.834,16.7,"1,806,244","1,637,244","169,000","2,428,200","4,065,444"
2016/6/14,162.86,272.037,21.9,"2,143,460","1,637,460","506,000","2,365,920","4,003,380"
2016/6/15,162.98,273.029,0.1,"2,394,444","1,635,444","759,000","2,261,520","3,896,964"
2016/6/16,163.02,273.398,0,"1,803,976","1,634,976","169,000","1,969,920","3,604,896"
2016/6/17,163.09,273.969,51.8,"5,193,648","3,078,648","2,115,000","2,428,200","5,506,848"
2016/6/18,163.57,278.036,39.4,"8,930,948","3,057,948","5,873,000","6,156,000","9,213,948"
2016/6/19,164.16,283.047,0.1,"4,674,984","3,048,984","1,626,000","4,964,400","8,013,384"
2016/6/20,164.2,283.383,7.4,"2,642,008","2,728,008","-86,000","3,675,600","6,403,608"
2016/6/21,164.14,282.933,0.9,"1,905,668","2,761,668","-856,000","4,363,200","7,124,868"
2016/6/22,164.03,281.923,0,"1,649,876","2,760,876","-1,111,000","3,690,000","6,450,876"
2016/6/23,163.87,280.598,1.2,"1,307,204","2,757,204","-1,450,000","3,276,000","6,033,204"
2016/6/24,163.7,279.123,2.9,"1,308,152","2,755,152","-1,447,000","3,155,760","5,910,912"
2016/6/25,163.53,277.644,13.2,"1,306,760","2,750,760","-1,444,000","3,150,000","5,900,760"
2016/6/26,163.4,276.585,16.7,"2,325,752","2,749,752","-424,000","5,468,400","8,218,152"
2016/6/27,163.36,276.242,2.5,"1,901,572","2,749,572","-848,000","5,317,200","8,066,772"
2016/6/28,163.24,275.182,5.2,"1,646,512","2,746,512","-1,100,000","4,345,200","7,091,712"
2016/6/29,163.09,273.951,39.5,"1,647,404","2,746,404","-1,099,000","3,600,000","6,346,404"
2016/6/30,163.22,275.066,1.9,"4,606,656","2,746,656","1,860,000","6,364,800","9,111,456"
2016/7/1,163.25,275.284,0,"1,947,768","1,608,768","339,000","3,715,200","5,323,968"
2016/7/2,163.27,275.471,8.9,"1,949,452","1,609,452","340,000","3,362,400","4,971,852"
2016/7/3,163.26,275.405,0,"1,430,544","3,038,544","-1,608,000","3,045,600","6,084,144"
2016/7/4,162.77,271.266,0,"1,747,004","6,800,004","-5,053,000","2,692,440","9,492,444"
2016/7/5,162.15,266.081,2.2,"1,502,696","6,765,696","-5,263,000","2,216,880","8,982,576"
2016/7/6,161.47,260.396,1.1,"1,640,940","8,510,940","-6,870,000","2,023,200","10,534,140"
2016/7/7,160.48,252.264,26.3,"2,208,580","10,544,580","-8,336,000","2,174,040","12,718,620"
2016/7/8,159.98,248.179,96.1,"14,870,760","8,096,760","6,774,000","10,929,600","19,026,360"
2016/7/9,161.47,260.403,42.2,"10,746,964","1,565,964","9,181,000","12,049,200","13,615,164"
2016/7/10,162.48,268.859,27.6,"9,683,884","1,636,884","8,047,000","11,336,400","12,973,284"
2016/7/11,163.35,276.16,24.7,"8,584,764","1,630,764","6,954,000","11,988,000","13,618,764"
2016/7/12,164.08,282.353,23.4,"8,043,596","1,618,596","6,425,000","14,504,400","16,122,996"
2016/7/13,164.74,288.097,3.9,"5,148,876","1,608,876","3,540,000","10,789,200","12,398,076"
2016/7/14,165.03,290.6,37.3,"5,540,160","3,026,160","2,514,000","8,863,200","11,889,360"
2016/7/15,165.37,293.519,0.2,"5,130,388","3,302,388","1,828,000","7,912,800","11,215,188"
2016/7/16,165.42,293.977,0.1,"2,866,100","3,302,100","-436,000","5,724,000","9,026,100"
2016/7/17,165.33,293.211,9.2,"2,433,108","3,303,108","-870,000","5,644,800","8,947,908"
2016/7/18,165.24,292.409,26.9,"3,356,388","3,878,388","-522,000","6,116,400","9,994,788"
2016/7/19,164.97,290.015,9.2,"3,444,268","6,824,268","-3,380,000","6,548,400","13,372,668"
2016/7/20,164.55,286.404,8.3,"3,053,184","6,845,184","-3,792,000","6,274,800","13,119,984"
2016/7/21,164.08,282.359,0.1,"2,395,316","6,848,316","-4,453,000","5,324,400","12,172,716"
2016/7/22,163.53,277.694,0,"2,024,620","6,787,620","-4,763,000","4,287,600","11,075,220"
2016/7/23,162.95,272.735,0,"1,786,808","6,851,808","-5,065,000","3,729,600","10,581,408"
2016/7/24,162.64,270.147,0,"1,094,764","2,773,764","-1,679,000","3,128,400","5,902,164"
2016/7/25,162.37,267.927,0,"1,035,032","3,379,032","-2,344,000","2,693,880","6,072,912"
2016/7/26,162.05,265.255,0,"1,038,072","3,789,072","-2,751,000","2,502,720","6,291,792"
2016/7/27,161.81,263.197,0,"843,992","2,671,992","-1,828,000","2,316,960","4,988,952"
2016/7/28,161.51,260.752,0,"745,136","3,230,136","-2,485,000","2,161,440","5,391,576"
2016/7/29,161.23,258.388,0,"847,720","3,240,720","-2,393,000","2,028,960","5,269,680"
2016/7/30,160.94,256.023,0,"696,888","3,243,888","-2,547,000","1,895,760","5,139,648"
2016/7/31,160.63,253.477,0.1,"709,904","3,245,904","-2,536,000","1,779,840","5,025,744"
2016/8/1,160.36,251.3,12.4,"599,456","1,578,456","-979,000","1,624,320","3,202,776"
2016/8/2,160.24,250.326,13,"875,488","1,852,488","-977,000","1,924,200","3,776,688"
2016/8/3,160.13,249.438,16.1,"1,005,172","1,574,172","-569,000","2,025,720","3,599,892"
2016/8/4,160.07,248.906,0,"762,352","1,574,352","-812,000","2,285,280","3,859,632"
2016/8/5,159.95,247.918,0,"516,724","1,571,724","-1,055,000","1,793,520","3,365,244"
2016/8/6,159.81,246.777,3,"470,260","1,846,260","-1,376,000","1,504,800","3,351,060"
2016/8/7,159.64,245.46,0.8,"554,548","1,846,548","-1,292,000","1,405,440","3,251,988"
2016/8/8,159.48,244.152,0.1,"438,836","1,567,836","-1,129,000","1,353,600","2,921,436"
2016/8/9,159.34,243.041,6.4,"440,504","1,566,504","-1,126,000","1,393,920","2,960,424"
2016/8/10,159.21,241.976,12.4,"557,640","1,601,640","-1,044,000","1,422,000","3,023,640"
2016/8/11,159.14,241.377,23.3,"1,352,252","1,593,252","-241,000","3,365,640","4,958,892"
2016/8/12,159.06,240.759,3.9,"642,944","1,603,944","-961,000","2,189,880","3,793,824"
2016/8/13,158.94,239.822,4.6,"646,780","1,605,780","-959,000","1,871,280","3,477,060"
2016/8/14,158.81,238.791,0,"574,244","1,610,244","-1,036,000","1,643,760","3,254,004"
2016/8/15,158.67,237.656,0,"417,496","1,610,496","-1,193,000","1,531,440","3,141,936"
2016/8/16,158.52,236.481,0,"501,800","1,612,800","-1,111,000","1,411,200","3,024,000"
2016/8/17,158.38,235.311,8.8,"429,580","1,616,580","-1,187,000","1,386,720","3,003,300"
2016/8/18,158.23,234.152,0,"434,892","1,619,892","-1,185,000","1,422,720","3,042,612"
2016/8/19,158.11,233.247,41.2,"1,697,668","1,618,668","79,000","2,428,560","4,047,228"
2016/8/20,158.18,233.737,0.1,"1,463,576","1,620,576","-157,000","2,235,600","3,856,176"
2016/8/21,158.08,233.005,0,"802,012","1,905,012","-1,103,000","1,731,600","3,636,612"
2016/8/22,157.93,231.789,0,"650,956","1,906,956","-1,256,000","1,553,760","3,460,716"
2016/8/23,157.76,230.463,0,"498,092","1,906,092","-1,408,000","1,441,440","3,347,532"
2016/8/24,157.58,229.066,0,"502,488","1,906,488","-1,404,000","1,416,960","3,323,448"
2016/8/25,157.4,227.635,0,"425,816","1,902,816","-1,477,000","1,362,240","3,265,056"
2016/8/26,157.21,226.187,0.7,"426,244","1,898,244","-1,472,000","1,301,040","3,199,284"
2016/8/27,157.05,224.913,39.3,"1,065,624","1,914,624","-849,000","1,360,800","3,275,424"
2016/8/28,156.98,224.415,23.1,"1,680,564","1,911,564","-231,000","1,458,720","3,370,284"
2016/8/29,156.95,224.191,0,"1,389,368","1,927,368","-538,000","1,324,080","3,251,448"
2016/8/30,156.84,223.316,0,"854,636","1,929,636","-1,075,000","1,275,120","3,204,756"
2016/8/31,156.69,222.166,0,"708,552","1,932,552","-1,224,000","1,233,360","3,165,912"
2016/9/1,156.52,220.893,0,"639,288","1,935,288","-1,296,000","1,118,880","3,054,168"
2016/9/2,156.34,219.545,0,"571,284","1,939,284","-1,368,000","1,056,240","2,995,524"
2016/9/3,156.16,218.173,1.8,"575,728","1,936,728","-1,361,000","1,154,880","3,091,608"
2016/9/4,155.98,216.761,5.5,"518,112","1,949,112","-1,431,000","1,203,840","3,152,952"
2016/9/5,155.8,215.438,24.1,"748,500","1,948,500","-1,200,000","1,564,560","3,513,060"
2016/9/6,155.66,214.402,18.7,"1,127,192","1,950,192","-823,000","3,772,800","5,722,992"
2016/9/7,155.57,213.723,5.5,"1,279,408","1,950,408","-671,000","4,427,280","6,377,688"
2016/9/8,155.46,212.927,4.2,"1,129,500","1,948,500","-819,000","2,500,560","4,449,060"
2016/9/9,155.44,212.776,87.1,"4,710,772","1,946,772","2,764,000","5,535,360","7,482,132"
2016/9/10,156.53,221,63.1,"14,387,908","1,936,908","12,451,000","12,522,600","14,459,508"
2016/9/11,157.94,231.911,27.6,"9,013,600","1,479,600","7,534,000","8,611,200","10,090,800"
2016/9/12,158.63,237.345,11.7,"5,281,684","1,467,684","3,814,000","5,590,800","7,058,484"
2016/9/13,159.03,240.512,26,"4,507,732","1,464,732","3,043,000","4,824,000","6,288,732"
2016/9/14,159.84,247.08,68.3,"15,025,528","3,837,528","11,188,000","23,965,200","27,802,728"
2016/9/15,161.16,257.841,28.4,"14,489,448","6,662,448","7,827,000","14,500,800","21,163,248"
2016/9/16,161.61,261.553,6.7,"6,809,692","6,643,692","166,000","8,560,800","15,204,492"
2016/9/17,161.88,263.853,159,"22,281,788","6,673,788","15,608,000","21,052,800","27,726,588"
2016/9/18,165.16,291.743,43.8,"28,078,668","6,757,668","21,321,000","32,533,200","39,290,868"
2016/9/19,165.99,298.951,0.3,"7,331,852","6,717,852","614,000","13,968,000","20,685,852"
2016/9/20,165.83,297.54,10.4,"4,106,384","6,735,384","-2,629,000","9,457,200","16,192,584"
2016/9/21,165.47,294.363,3.8,"3,175,088","6,752,088","-3,577,000","7,210,800","13,962,888"
2016/9/22,165.04,290.676,15.3,"3,648,184","6,773,184","-3,125,000","5,770,800","12,543,984"
2016/9/23,164.75,288.18,4.1,"4,280,144","6,786,144","-2,506,000","5,148,000","11,934,144"
2016/9/24,164.4,285.148,0,"3,171,192","6,783,192","-3,612,000","4,428,000","11,211,192"
2016/9/25,163.94,281.161,2.6,"2,562,628","6,752,628","-4,190,000","3,837,600","10,590,228"
2016/9/26,163.4,276.548,35.1,"3,821,920","8,746,920","-4,925,000","4,413,600","13,160,520"
2016/9/27,165.19,292.185,231.4,"69,544,956","19,492,956","50,052,000","102,718,800","122,211,756"
2016/9/28,168.07,317.435,11.3,"34,742,584","48,385,584","-13,643,000","46,036,800","94,422,384"
2016/9/29,166.47,303.188,0.7,"9,365,080","21,124,080","-11,759,000","13,860,000","34,984,080"
2016/9/30,165.85,297.711,1,"4,227,800","6,769,800","-2,542,000","10,886,400","17,656,200"
2016/10/1,165.48,294.497,0.8,"3,129,748","6,794,748","-3,665,000","8,784,000","15,578,748"
2016/10/2,165.02,290.453,0,"2,480,816","6,816,816","-4,336,000","6,976,800","13,793,616"
2016/10/3,164.5,285.948,0.3,"2,179,712","6,830,712","-4,651,000","5,529,600","12,360,312"
2016/10/4,163.94,281.165,0.3,"1,934,096","6,807,096","-4,873,000","4,561,200","11,368,296"
2016/10/5,163.36,276.211,3.2,"1,774,644","6,781,644","-5,007,000","4,010,400","10,792,044"
2016/10/6,162.82,271.67,30.3,"2,750,744","6,879,744","-4,129,000","13,323,600","20,203,344"
2016/10/7,162.91,272.446,106.5,"14,945,960","5,979,960","8,966,000","10,587,600","16,567,560"
2016/10/8,164.1,282.537,46.4,"14,761,256","6,881,256","7,880,000","10,411,200","17,292,456"
2016/10/9,165.09,291.119,94.5,"17,761,896","6,808,896","10,953,000","15,462,000","22,270,896"
2016/10/10,167.2,309.616,79.6,"27,624,472","6,953,472","20,671,000","16,426,800","23,380,272"
2016/10/11,168.33,319.701,16.7,"13,249,460","14,147,460","-898,000","13,078,800","27,226,260"
2016/10/12,168.42,320.547,138,"36,782,608","33,277,608","3,505,000","12,819,600","46,097,208"
2016/10/13,167.02,308.092,13.4,"19,234,376","42,428,376","-23,194,000","12,186,000","54,614,376"
2016/10/14,165.05,290.735,19.6,"10,900,536","20,992,536","-10,092,000","9,417,600","30,410,136"
2016/10/15,164.85,288.985,80.2,"12,930,920","6,775,920","6,155,000","11,721,600","18,497,520"
2016/10/16,165.85,297.727,8.7,"13,514,684","8,442,684","5,072,000","11,160,000","19,602,684"
2016/10/17,165.78,297.142,52.1,"8,976,900","10,728,900","-1,752,000","8,186,400","18,915,300"
2016/10/18,166.03,299.266,11.6,"12,914,880","10,721,880","2,193,000","8,157,600","18,879,480"
2016/10/19,165.8,297.31,17.4,"7,008,672","10,776,672","-3,768,000","6,807,600","17,584,272"
2016/10/20,165.67,296.15,53,"13,844,120","10,779,120","3,065,000","18,860,400","29,639,520"
2016/10/21,166.24,301.124,24.7,"15,066,584","10,756,584","4,310,000","8,719,200","19,475,784"
2016/10/22,166.24,301.164,0,"6,985,740","10,681,740","-3,696,000","5,979,600","16,661,340"
2016/10/23,165.65,295.933,8.3,"4,737,136","10,772,136","-6,035,000","5,479,200","16,251,336"
2016/10/24,164.95,289.897,2.3,"3,320,220","8,609,220","-5,289,000","4,640,400","13,249,620"
2016/10/25,164.45,285.55,0,"2,543,152","6,760,152","-4,217,000","3,888,000","10,648,152"
2016/10/26,163.98,281.507,0.1,"1,892,260","4,546,260","-2,654,000","3,470,400","8,016,660"
2016/10/27,163.89,280.787,0.1,"1,366,160","1,622,160","-256,000","2,858,400","4,480,560"
2016/10/28,163.85,280.388,0.1,"1,108,404","1,621,404","-513,000","2,685,600","4,307,004"
2016/10/29,163.79,279.911,21.3,"1,281,736","1,622,736","-341,000","2,728,800","4,351,536"
2016/10/30,163.81,280.064,6.6,"1,971,404","1,630,404","341,000","3,146,400","4,776,804"
2016/10/31,163.83,280.224,1.4,"1,624,424","1,538,424","86,000","2,916,000","4,454,424"
2016/11/1,163.83,280.235,17.7,"1,708,528","1,623,528","85,000","2,875,320","4,498,848"
2016/11/2,163.91,280.915,5.5,"2,539,876","1,599,876","940,000","3,906,000","5,505,876"
2016/11/3,163.98,281.499,10,"2,134,476","1,621,476","513,000","3,970,800","5,592,276"
2016/11/4,164.06,282.219,13.9,"2,740,956","1,627,956","1,113,000","4,161,600","5,789,556"
2016/11/5,164.21,283.476,0.1,"2,646,128","1,618,128","1,028,000","3,870,000","5,488,128"
2016/11/6,164.28,284.062,0.5,"1,787,860","1,615,860","172,000","2,912,400","4,528,260"
2016/11/7,164.27,284.037,2,"1,446,200","1,618,200","-172,000","2,707,200","4,325,400"
2016/11/8,164.24,283.783,29.4,"1,530,868","1,616,868","-86,000","2,754,000","4,370,868"
2016/11/9,164.38,284.958,13.8,"3,762,872","1,612,872","2,150,000","4,039,200","5,652,072"
2016/11/10,164.58,286.644,9.6,"2,818,648","1,611,648","1,207,000","3,394,800","5,006,448"
2016/11/11,164.68,287.567,0,"2,299,704","1,609,704","690,000","3,031,200","4,640,904"
2016/11/12,164.75,288.118,0,"1,867,876","1,608,876","259,000","2,590,200","4,199,076"
2016/11/13,164.76,288.244,0,"1,351,064","1,610,064","-259,000","2,334,960","3,945,024"
2016/11/14,164.75,288.179,0,"1,313,596","1,573,596","-260,000","2,140,560","3,714,156"
2016/11/15,164.66,287.362,1,"433,200","691,200","-258,000","1,958,400","2,649,600"
2016/11/16,164.63,287.071,0.1,"432,000","864,000","-432,000","1,797,840","2,661,840"
2016/11/17,164.57,286.564,0,"361,800","964,800","-603,000","1,699,920","2,664,720"
2016/11/18,164.49,285.868,4.4,"406,400","1,094,400","-688,000","1,612,800","2,707,200"
2016/11/19,164.39,285.051,0.1,"321,200","1,267,200","-946,000","1,540,080","2,807,280"
2016/11/20,164.28,284.07,4.2,"351,400","1,382,400","-1,031,000","1,486,080","2,868,480"
2016/11/21,164.15,282.976,2.4,"542,724","1,742,724","-1,200,000","1,458,000","3,200,724"
2016/11/22,164.04,282.023,45.5,"1,093,000","1,350,000","-257,000","1,445,760","2,795,760"
